id;title;buyer;country;cpv_codes;deadline;status;publication_date;source_url;source
169948-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Infrabel SA — procurement, division I-FBA.51;BEL;79000000;;Unknown;2016-05-18+02:00;https://ted.europa.eu/it/notice/-/detail/169948-2016;TED
171078-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione e servizi connessi;Agentschap Ondernemen;BEL;79400000;2016-06-29;Closed;2016-05-19+02:00;https://ted.europa.eu/it/notice/-/detail/171078-2016;TED
172493-2016;Italia-Bari: Servizi generali di consulenza gestionale;Regione Puglia, Dipartimento Risorse Finanziarie e Strumentali, Personale e Organizzazione, Sezione Programmazione Acquisti Servizio E-Procurement;ITA;79411000;2016-05-31;Closed;2016-05-20+02:00;https://ted.europa.eu/it/notice/-/detail/172493-2016;TED
173058-2016;Giordania-Amman: Assistenza tecnica per il sistema di monitoraggio e valutazione a favore dell'azione pubblica dell'ufficio del primo ministro e del ministero della Pianificazione e della cooperazione internazionale;Unione europea;JOR;79419000;2016-06-20;Closed;2016-05-21+02:00;https://ted.europa.eu/it/notice/-/detail/173058-2016;TED
173068-2016;Belgio-Bruxelles: UCA-PRQ 15/076 Fornitura di infrastrutture per un call centre per il Consiglio dell'Unione europea;Consiglio dell'Unione europea, General Secretariat;BEL;79430000;2016-06-23;Closed;2016-05-21+02:00;https://ted.europa.eu/it/notice/-/detail/173068-2016;TED
173074-2016;Belgio-Bruxelles: 2015 ECFIN 014/A Valutazione dei servizi di previsione della DG Affari economici e finanziari;Commissione europea, Directorate-General for Economic and Financial Affairs, Unit A3: Economic situation, forecasts, business and consumer surveys;BEL;79419000;2016-06-29;Closed;2016-05-21+02:00;https://ted.europa.eu/it/notice/-/detail/173074-2016;TED
174755-2016;Belgio-Hastière: Les Croisières Ardennaises;Les Croisières Ardennaises;BEL;79100000;;Unknown;2016-05-21+02:00;https://ted.europa.eu/it/notice/-/detail/174755-2016;TED
176449-2016;Belgio-Bruxelles: Funzionamento, sviluppo e manutenzione della rete europea di osservazione e di dati dell'ambiente marino;Agenzia esecutiva per le piccole e le medie imprese (EASME);BEL;79410000;2016-08-11;Closed;2016-05-25+02:00;https://ted.europa.eu/it/notice/-/detail/176449-2016;TED
176453-2016;Belgio-Bruxelles: Assistenza tecnica, economica e giuridica nei settori dell'energia, della mobilità e dei trasporti;Commissione europea, Shared Resource Directorate for Directorate-General for Energy and Directorate-General for Mobility and Transport;BEL;79111000;2016-06-10;Closed;2016-05-25+02:00;https://ted.europa.eu/it/notice/-/detail/176453-2016;TED
176454-2016;Belgio-Bruxelles: Servizi di consulenza per il sostegno a favore dell'apprendimento e lo sviluppo del personale impiegato dalle istituzioni, dagli organi e dalle agenzie dell'Unione europea;Commissione europea, direction générale des ressources humaines et de la sécurité, unité R3 — Finances, marchés publics et contrôle interne;BEL;79400000, 79411000, 79412000;;Unknown;2016-05-25+02:00;https://ted.europa.eu/it/notice/-/detail/176454-2016;TED
176457-2016;Belgio-Bruxelles: Osservatorio dell'UE sulla povertà energetica;Commissione europea, Directorate-General for Energy;BEL;79400000;2016-08-01;Closed;2016-05-25+02:00;https://ted.europa.eu/it/notice/-/detail/176457-2016;TED
176458-2016;Belgio-Bruxelles: Raffronto a livello internazionale dei costi cumulativi della regolamentazione per il settore chimico — considerazioni sulle questioni di competitività relative al settore;Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate D: Consumer, Environmental and Health Technologies;BEL;79410000;;Unknown;2016-05-25+02:00;https://ted.europa.eu/it/notice/-/detail/176458-2016;TED
177606-2016;Belgio-Hasselt: Servizi di gestione di progetti, esclusi i progetti di costruzione;Provincie Limburg;BEL;79420000, 79421000;2016-07-07;Closed;2016-05-25+02:00;https://ted.europa.eu/it/notice/-/detail/177606-2016;TED
177655-2016;Belgio-Anversa: Servizi giuridici;Blue Gate Antwerp NV;BEL;79100000;2016-07-01;Closed;2016-05-25+02:00;https://ted.europa.eu/it/notice/-/detail/177655-2016;TED
179701-2016;Belgio-Bruxelles: Servizi comuni di supporto per lo sfruttamento dei risultati della ricerca;Commissione europea, Directorate-General for Research and Innovation, Directorate J — Common Support Centre, Unit J.5 — Common service for Horizon 2020 information and data;BEL;79121000, 79140000, 79410000;;Unknown;2016-05-27+02:00;https://ted.europa.eu/it/notice/-/detail/179701-2016;TED
179705-2016;Lussemburgo-Lussemburgo: AO 10605 Consolidamento tecnico di atti giuridici dell'Unione europea e relativo controllo di coerenza;Ufficio delle pubblicazioni dell'Unione europea;LUX;79100000;;Unknown;2016-05-27+02:00;https://ted.europa.eu/it/notice/-/detail/179705-2016;TED
180884-2016;Belgio-Malines: Servizi di consulenza commerciale e di gestione e servizi connessi;De Lijn — Techniek;BEL;79400000;2016-07-19;Closed;2016-05-27+02:00;https://ted.europa.eu/it/notice/-/detail/180884-2016;TED
180985-2016;Belgio-Bruxelles: Studio sulla fattibilità di un quadro europeo relativo alle pensioni individuali;Commissione europea, Directorate-General for Financial Stability, Financial Services and Capital Markets Union;BEL;79110000;2016-07-05;Closed;2016-05-28+02:00;https://ted.europa.eu/it/notice/-/detail/180985-2016;TED
181709-2016;Italia-Lonigo: Servizi connessi alla gestione;Utilya Srl;ITA;79420000;;Unknown;2016-05-28+02:00;https://ted.europa.eu/it/notice/-/detail/181709-2016;TED
183292-2016;Italia-Assago: Servizi di consulenza finanziaria;CAP Holding SpA;ITA;79111000;;Unknown;2016-05-28+02:00;https://ted.europa.eu/it/notice/-/detail/183292-2016;TED
183480-2016;Egitto-Il Cairo: Sostegno all'attuazione di strategie per promuovere lo sviluppo delle MPMI in Egitto;Unione europea;EGY;79400000;2016-06-30;Closed;2016-05-31+02:00;https://ted.europa.eu/it/notice/-/detail/183480-2016;TED
183492-2016;Belgio-Bruxelles: Assistenza a favore della Commissione nell'attuazione del regolamento (UE) n. 1031/2010 della Commissione («regolamento sulla vendita all'asta») e del quadro di sorveglianza del mercato nell'ambito del sistema di scambio di quote di emissione dell'UE;Commissione europea, Directorate-General for Climate Action, SRD.2 — Finance;BEL;79111000, 79410000, 79418000;;Unknown;2016-05-31+02:00;https://ted.europa.eu/it/notice/-/detail/183492-2016;TED
183493-2016;Belgio-Bruxelles: Identificazione degli ostacoli a livello regolamentare e di mercato allo sviluppo del collocamento privato del debito nell'UE;Commissione europea, Directorate-General for Financial Stability, Financial Services and Capital Markets Union;BEL;79140000;2016-07-06;Closed;2016-05-31+02:00;https://ted.europa.eu/it/notice/-/detail/183493-2016;TED
183764-2016;Italia-Roma: Servizi generali di consulenza gestionale;Ministero dell'Interno — Dipartimento Libertà Civili e Immigrazione — Fondo Asilo Migrazione e Integrazione 2014-2020;ITA;79411000;2016-07-12;Closed;2016-05-31+02:00;https://ted.europa.eu/it/notice/-/detail/183764-2016;TED
184675-2016;Belgio-Anversa: Servizi di consulenza in materia di sicurezza;Mobiliteit en Openbare Werken, Agentschap Wegen en Verkeer, Afdeling Wegen en Verkeer Antwerpen;BEL;79417000;2016-08-25;Closed;2016-05-31+02:00;https://ted.europa.eu/it/notice/-/detail/184675-2016;TED
184859-2016;Belgio-Bruxelles: Servizi di gestione del personale, esclusi i servizi di collocamento e messa a disposizione;Entreprise des technologies nouvelles de l'information et de la communication de la Communauté française;BEL;79140000, 79430000;;Unknown;2016-05-31+02:00;https://ted.europa.eu/it/notice/-/detail/184859-2016;TED
185575-2016;Italia-Firenze: Servizi generali di consulenza gestionale;Agenzia Nazionale per la Sicurezza delle Ferrovie (di seguito «ANSF» o «Agenzia»);ITA;79111000, 79411000;2016-07-05;Closed;2016-06-01+02:00;https://ted.europa.eu/it/notice/-/detail/185575-2016;TED
186351-2016;Italia-Venezia: Servizi di consulenza commerciale e di gestione;Regione del Veneto — Giunta Regionale;ITA;79410000;2016-07-14;Closed;2016-06-01+02:00;https://ted.europa.eu/it/notice/-/detail/186351-2016;TED
188202-2016;Libano-Beirut: «Assistenza tecnica all'amministrazione centrale di statistica (CAS) del Libano»;Ufficio del ministero statale per la Riforma amministrativa;LBN;79400000;;Unknown;2016-06-03+02:00;https://ted.europa.eu/it/notice/-/detail/188202-2016;TED
188209-2016;Belgio-Bruxelles: Studio sull'assegnazione delle frequenze nell'UE — SMART 2016/0019;Commissione europea, Directorate-General for Communications Networks, Content and Technology, Directorate B: Electronic Communications Networks and Services, Unit B4: Spectrum;BEL;79419000;2016-07-19;Closed;2016-06-03+02:00;https://ted.europa.eu/it/notice/-/detail/188209-2016;TED
189534-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Ambient Assisted Living Association;BEL;79400000, 79420000;2016-07-04;Closed;2016-06-03+02:00;https://ted.europa.eu/it/notice/-/detail/189534-2016;TED
189853-2016;Belgio-Bruxelles: Servizi di consulenza in materia di sicurezza;Infrabel SA — procurement, division I-FBA.51;BEL;79417000;2016-07-04;Closed;2016-06-03+02:00;https://ted.europa.eu/it/notice/-/detail/189853-2016;TED
189987-2016;Lussemburgo-Lussemburgo: BEI - «Connecting Europe Broadband Fund» (CEBF);Banca europea per gli investimenti;LUX;79420000;2016-07-08;Closed;2016-06-04+02:00;https://ted.europa.eu/it/notice/-/detail/189987-2016;TED
189997-2016;Belgio-Bruxelles: Invito a manifestare interesse rivolto ad esperti esterni individuali per assistere la Commissione europea nella valutazione di domande di sovvenzioni — EMPL/2015/AMI/001;Commissione europea, Directorate-General for Employment, Social Affairs and Inclusion;BEL;79400000;2020-04-15;Closed;2016-06-04+02:00;https://ted.europa.eu/it/notice/-/detail/189997-2016;TED
191580-2016;Belgio-Gand: Servizi di consulenza in materia di sicurezza;Mobiliteit en Openbare Werken, Agentschap Wegen en Verkeer, Afdeling Oost-Vlaanderen;BEL;79417000;2016-07-08;Closed;2016-06-04+02:00;https://ted.europa.eu/it/notice/-/detail/191580-2016;TED
192169-2016;Belgio-Bruxelles: IPA — Assistenza tecnica per l'interconnessione nei Balcani occidentali;Unione europea;BEL;79400000;2016-07-11;Closed;2016-06-07+02:00;https://ted.europa.eu/it/notice/-/detail/192169-2016;TED
193465-2016;Italia-Bolzano: Servizi di contabilità, revisione dei conti e servizi fiscali;Azienda sanitaria della Provincia Autonoma di Bolzano;ITA;79400000;2016-08-31;Closed;2016-06-07+02:00;https://ted.europa.eu/it/notice/-/detail/193465-2016;TED
193505-2016;Italia-Savona: Servizi di consulenza giuridica;Provincia di Savona;ITA;79111000;2016-07-19;Closed;2016-06-07+02:00;https://ted.europa.eu/it/notice/-/detail/193505-2016;TED
193702-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;SPP Intégration sociale;BEL;79000000;;Unknown;2016-06-07+02:00;https://ted.europa.eu/it/notice/-/detail/193702-2016;TED
193718-2016;Belgio-Bruxelles: Servizi di consulenza giuridica e di rappresentanza;Brugel;BEL;79110000;;Unknown;2016-06-07+02:00;https://ted.europa.eu/it/notice/-/detail/193718-2016;TED
194019-2016;Belgio-Bruxelles: Studio sull'attuazione e monitoraggio delle misure ai sensi della direttiva 2014/61/UE del Parlamento europeo e del Consiglio, del 15.5.2014, recante misure volte a ridurre i costi dell'installazione di reti di comunicazione elettronica ad alta velocità (direttiva sulla riduzione dei costi) — SMART 2015/0066;Commissione europea, Directorate-General for Communications Networks, Content and Technology, Directorate B: Electronic Communications Networks and Services, Unit B1: Regulatory Coordination and Business;BEL;79419000;2016-08-08;Closed;2016-06-08+02:00;https://ted.europa.eu/it/notice/-/detail/194019-2016;TED
195540-2016;Belgio-Bruxelles: Servizi di consulenza in pubbliche relazioni;Elia Asset;BEL;79416200;2016-07-11;Closed;2016-06-08+02:00;https://ted.europa.eu/it/notice/-/detail/195540-2016;TED
195596-2016;Belgio-Uccle: European Digital Factory;European Digital Factory;BEL;79100000;;Unknown;2016-06-08+02:00;https://ted.europa.eu/it/notice/-/detail/195596-2016;TED
195597-2016;Belgio-Bruxelles: Euseco;Euseco;BEL;79100000;;Unknown;2016-06-08+02:00;https://ted.europa.eu/it/notice/-/detail/195597-2016;TED
195598-2016;Belgio-Bruxelles: Association européenne des pompes à chaleur, European Heat Pump Association;Association européenne des pompes à chaleur, European Heat Pump Association;BEL;79100000;;Unknown;2016-06-08+02:00;https://ted.europa.eu/it/notice/-/detail/195598-2016;TED
195726-2016;Belgio-Bruxelles: Studio relativo agli aspetti giuridici dei certificati protettivi complementari nell'UE;Commissione europea, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate F: Innovation and Advanced Manufacturing;BEL;79100000;2016-07-27;Closed;2016-06-09+02:00;https://ted.europa.eu/it/notice/-/detail/195726-2016;TED
195730-2016;Belgio-Bruxelles: Contratto quadro concernente la valutazione della conformità giuridica e servizi giuridici nel settore della migrazione e degli affari interni;Commissione europea, Directorate-General for Migration and Home Affairs, Directorate E: Migration and Security Funds;BEL;79111000, 79400000;2016-07-22;Closed;2016-06-09+02:00;https://ted.europa.eu/it/notice/-/detail/195730-2016;TED
196793-2016;Belgio-Bruxelles: Contratto quadro multiplo di servizi suddiviso in 5 lotti per la fornitura di competenze esterne alla commissione giuridica del Parlamento europeo;Parlamento europeo, Directorate-General for Internal Policies of the Union, Directorate for Citizens' Rights and Constitutional Affairs;BEL;73210000;;Unknown;2016-06-10+02:00;https://ted.europa.eu/it/notice/-/detail/196793-2016;TED
197230-2016;Italia-Roma: Servizi di consulenza commerciale e di gestione;Ministero dell'Interno — Dipartimento Libertà Civili e Immigrazione — Fondo Asilo Migrazione e Integrazione 2014-2020;ITA;79410000;2016-07-29;Closed;2016-06-10+02:00;https://ted.europa.eu/it/notice/-/detail/197230-2016;TED
198120-2016;Italia-Padova: Servizi di consulenza in materia di sicurezza;Fiera di Padova Immobiliare SpA;ITA;79417000;2016-07-11;Closed;2016-06-10+02:00;https://ted.europa.eu/it/notice/-/detail/198120-2016;TED
198622-2016;Belgio-Bruxelles: IPA — Sviluppo delle capacità di trasferimento di tecnologie nei Balcani occidentali;Unione europea;BEL;79400000;2016-07-14;Closed;2016-06-11+02:00;https://ted.europa.eu/it/notice/-/detail/198622-2016;TED
198636-2016;Belgio-Bruxelles: Servizi di consulenza per il sostegno a favore dell'apprendimento e lo sviluppo del personale impiegato dalle istituzioni, dagli organi e dalle agenzie dell'Unione europea;Commissione europea, direction générale des ressources humaines et de la sécurité, unité R3 — Finances, marchés publics et contrôle interne;BEL;79400000, 79411000, 79412000;;Unknown;2016-06-11+02:00;https://ted.europa.eu/it/notice/-/detail/198636-2016;TED
199914-2016;Belgio-Namur: Servizi di certificazione;APP CHR Sambre & Meuse — CHR de Namur et CHR d'Auvelais;BEL;79132000;2016-06-15;Closed;2016-06-11+02:00;https://ted.europa.eu/it/notice/-/detail/199914-2016;TED
200124-2016;Belgio-Bruxelles: Servizi di consulenza giuridica e di rappresentanza;Société du logement de la Région de Bruxelles-Capitale;BEL;79100000, 79110000;2016-07-25;Closed;2016-06-11+02:00;https://ted.europa.eu/it/notice/-/detail/200124-2016;TED
200261-2016;Italia-Roma: Servizi connessi alla gestione;Ministero del Lavoro e delle Politiche Sociali — Direzione Generale per le Politiche Attive, i Servizi per il Lavoro e la Formazione;ITA;79420000;;Unknown;2016-06-11+02:00;https://ted.europa.eu/it/notice/-/detail/200261-2016;TED
200366-2016;Italia-Roma: Servizi di consulenza commerciale e di gestione e servizi connessi;Cassa depositi e prestiti SpA;ITA;79400000;;Unknown;2016-06-11+02:00;https://ted.europa.eu/it/notice/-/detail/200366-2016;TED
200617-2016;Giordania-Amman: Assistenza tecnica per il sistema di monitoraggio e valutazione a favore dell'azione pubblica dell'ufficio del primo ministro e del ministero della Pianificazione e della cooperazione internazionale;Unione europea;JOR;79419000;2016-06-20;Closed;2016-06-14+02:00;https://ted.europa.eu/it/notice/-/detail/200617-2016;TED
200620-2016;Belgio-Bruxelles: Cooperazione in materia di concorrenza in Asia;Unione europea;BEL;79400000;;Unknown;2016-06-14+02:00;https://ted.europa.eu/it/notice/-/detail/200620-2016;TED
200625-2016;Belgio-Bruxelles: ENI — Sindaci per la crescita economica;Unione europea;BEL;79400000;2016-07-14;Closed;2016-06-14+02:00;https://ted.europa.eu/it/notice/-/detail/200625-2016;TED
201891-2016;Belgio-Aalst: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;VZW BEA;BEL;79000000;;Unknown;2016-06-14+02:00;https://ted.europa.eu/it/notice/-/detail/201891-2016;TED
203663-2016;Belgio-Hasselt: Servizi di consulenza commerciale e di gestione;Ondernemersplatform Limburg;BEL;79410000;;Unknown;2016-06-15+02:00;https://ted.europa.eu/it/notice/-/detail/203663-2016;TED
204057-2016;Belgio-Bruxelles: Analisi degli sviluppi nei flussi di capitali dell'UE nel contesto globale — tenendo conto dell’Unione dei mercati dei capitali;Commissione europea, Directorate-General for Financial Stability, Financial Services and Capital Markets Union;BEL;79100000;2016-09-07;Closed;2016-06-16+02:00;https://ted.europa.eu/it/notice/-/detail/204057-2016;TED
204058-2016;Belgio-Bruxelles: Servizi di valutazione d'impatto, valutazione e servizi connessi nel settore delle attività di comunicazione — PO/2016-06/01;Commissione europea, Directorate-General for Communication, Unit 01: Coordination and Evaluation;BEL;79419000;2016-09-02;Closed;2016-06-16+02:00;https://ted.europa.eu/it/notice/-/detail/204058-2016;TED
204429-2016;Italia-Legnano: Servizi di consulenza di valutazione;Comune di Legnano;ITA;79419000;;Unknown;2016-06-16+02:00;https://ted.europa.eu/it/notice/-/detail/204429-2016;TED
205464-2016;Belgio-Bruxelles: Leadership forum UE–Australia;Unione europea;BEL;79416000;;Unknown;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/205464-2016;TED
205467-2016;Belgio-Bruxelles: Contratti quadro per servizi e forniture a sostegno di attività di comunicazione nel settore dell'istruzione, della cultura, della gioventù e dello sport;Commissione europea, Directorate-General for Education and Culture, Unit for Dissemination and Exploitation of Programmes;BEL;79416200;2016-07-06;Closed;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/205467-2016;TED
206720-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding — Extern Verzelfstandigd Agentschap;BEL;79000000;2016-06-27;Closed;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/206720-2016;TED
206769-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione e servizi connessi;Agentschap Ondernemen;BEL;79400000;2016-06-29;Closed;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/206769-2016;TED
206886-2016;Italia-Brissogne: Servizi di consulenza commerciale e di gestione;IN.VA. SpA;ITA;79410000;2016-09-09;Closed;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/206886-2016;TED
206967-2016;Italia-Verbania: Servizi connessi alla gestione;Comune di Verbania;ITA;79420000;;Unknown;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/206967-2016;TED
206973-2016;Italia-Roma: Servizi di consulenza commerciale e di gestione e servizi connessi;Cassa depositi e prestiti SpA;ITA;79400000;;Unknown;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/206973-2016;TED
207201-2016;Italia-Bari: Servizi generali di consulenza gestionale;Regione Puglia Dipartimento Risorse Finanziarie e Strumentali, Personale e Organizzazione Sezione Programmazione Acquisti Servizio E-Procurement;ITA;79411000;;Unknown;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/207201-2016;TED
207218-2016;Belgio-Bruxelles: Servizi di gestione di progetti, esclusi i progetti di costruzione;Toerisme Vlaanderen;BEL;79421000;;Unknown;2016-06-17+02:00;https://ted.europa.eu/it/notice/-/detail/207218-2016;TED
210760-2016;Belgio-Bruxelles: Servizi giuridici;Agence du stationnement;BEL;79100000;2016-07-18;Closed;2016-06-21+02:00;https://ted.europa.eu/it/notice/-/detail/210760-2016;TED
210804-2016;Belgio-Andenne: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Andenne;BEL;79000000;2016-08-09;Closed;2016-06-21+02:00;https://ted.europa.eu/it/notice/-/detail/210804-2016;TED
210822-2016;Lussemburgo-Lussemburgo: Servizi di consulenza di valutazione;Direction de la coopération au développement et de l'action humanitaire;LUX;79419000;2016-10-04;Closed;2016-06-21+02:00;https://ted.europa.eu/it/notice/-/detail/210822-2016;TED
210869-2016;Italia-Roma: Servizi connessi alla gestione;Fondimpresa;ITA;79420000;;Unknown;2016-06-21+02:00;https://ted.europa.eu/it/notice/-/detail/210869-2016;TED
210953-2016;Italia-Bolzano: Servizi di consulenza commerciale e di gestione e servizi connessi;Agenzia per i procedimenti e la vigilanza in materia di contratti pubblici di lavori, servizi e forniture;ITA;79400000;;Unknown;2016-06-21+02:00;https://ted.europa.eu/it/notice/-/detail/210953-2016;TED
211210-2016;Belgio-Bruxelles: SRB/OP/1/2015 — Prestazione di servizi di consulenza contabile, valutazione economica e finanziaria nonché consulenza giuridica;Comitato di risoluzione unico;BEL;79110000, 79140000;;Unknown;2016-06-22+02:00;https://ted.europa.eu/it/notice/-/detail/211210-2016;TED
211212-2016;Belgio-Bruxelles: SRB/OP/1/2015 — Prestazione di servizi di consulenza contabile, valutazione economica e finanziaria nonché consulenza giuridica;Comitato di risoluzione unico;BEL;79110000, 79140000;;Unknown;2016-06-22+02:00;https://ted.europa.eu/it/notice/-/detail/211212-2016;TED
211241-2016;Belgio-Bruxelles: Prestazione di servizi di assistenza e di consulenza giuridica nel settore del diritto del lavoro lussemburghese;Commissione europea, direction générale des ressources humaines et de la sécurité, unité R.3 «Finances, marchés publics et contrôle interne»;BEL;79111000;;Unknown;2016-06-22+02:00;https://ted.europa.eu/it/notice/-/detail/211241-2016;TED
212319-2016;Italia-Brissogne: Servizi di consulenza commerciale e di gestione;IN.VA. SpA;ITA;79410000;2016-09-30;Closed;2016-06-22+02:00;https://ted.europa.eu/it/notice/-/detail/212319-2016;TED
212326-2016;Belgio-Bruxelles: Servizi giuridici;SPRB Bruxelles-fiscalité;BEL;79100000;2016-07-04;Closed;2016-06-22+02:00;https://ted.europa.eu/it/notice/-/detail/212326-2016;TED
212331-2016;Belgio-Bruxelles: Servizi giuridici;Agence du stationnement;BEL;79100000;2016-07-18;Closed;2016-06-22+02:00;https://ted.europa.eu/it/notice/-/detail/212331-2016;TED
212375-2016;Belgio-Bruxelles: Servizi giuridici;SPF Fin Division Achats;BEL;79100000;2016-07-28;Closed;2016-06-22+02:00;https://ted.europa.eu/it/notice/-/detail/212375-2016;TED
214281-2016;Belgio-Bruxelles: Creazione, organizzazione, gestione e coordinamento di un centro europeo di competenza nel settore del diritto del lavoro, dell'occupazione e delle politiche del mercato del lavoro;Commissione europea, Directorate-General for Employment, Social Affairs and Inclusion;BEL;79140000;;Unknown;2016-06-25+02:00;https://ted.europa.eu/it/notice/-/detail/214281-2016;TED
217031-2016;Italia-Bologna: Servizi generali di consulenza gestionale;Intercent-ER — Agenzia Regionale per lo Sviluppo dei Mercati Telematici;ITA;79411000;2016-07-25;Closed;2016-06-25+02:00;https://ted.europa.eu/it/notice/-/detail/217031-2016;TED
217114-2016;Belgio-Anversa: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Beheersmaatschappij Antwerpen Mobiel;BEL;79410000;2016-08-18;Closed;2016-06-25+02:00;https://ted.europa.eu/it/notice/-/detail/217114-2016;TED
217198-2016;Belgio-Willebroek: Servizi di consulenza in materia di sicurezza;Waterwegen en Zeekanaal NV — Afdeling Zeekanaal;BEL;79417000;;Unknown;2016-06-25+02:00;https://ted.europa.eu/it/notice/-/detail/217198-2016;TED
217302-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione e servizi connessi;RTBF;BEL;79400000;;Unknown;2016-06-25+02:00;https://ted.europa.eu/it/notice/-/detail/217302-2016;TED
218049-2016;Belgio-Bruxelles: ENI — Sindaci per la crescita economica;Unione europea;BEL;79400000;2016-07-14;Closed;2016-06-28+02:00;https://ted.europa.eu/it/notice/-/detail/218049-2016;TED
218050-2016;Belgio-Bruxelles: SCSP — Assistenza tecnica in loco ai segretariati dei centri di eccellenza nei settori chimico, biologico, radiologico e nucleare in Algeria e Uzbekistan;Unione europea;BEL;79400000;;Unknown;2016-06-28+02:00;https://ted.europa.eu/it/notice/-/detail/218050-2016;TED
218066-2016;Belgio-Bruxelles: Appalto di servizi riguardante azioni di follow-up per accrescere la presa di coscienza delle attuali conoscenze e strumenti onde migliorare il coinvolgimento delle parti interessate e l'accettazione pubblica dello sviluppo di infrastrutture;Commissione europea;BEL;79416200;2016-07-29;Closed;2016-06-28+02:00;https://ted.europa.eu/it/notice/-/detail/218066-2016;TED
221566-2016;Belgio-Bruxelles: Strumento di sostegno alla rete di uffici competenti in materia di banda larga;Commissione europea;BEL;79410000;2016-09-12;Closed;2016-06-30+02:00;https://ted.europa.eu/it/notice/-/detail/221566-2016;TED
221570-2016;Belgio-Bruxelles: Contratto quadro per la prestazione di servizi di valutazione d'impatto e di valutazione a favore della DG Reti di comunicazione, contenuti e tecnologie — SMART 2013/0065, lotto 5: nel campo delle politiche relative ai mezzi di comunicazione e audiovisivi, fornitura di sostegno metodologico e conduzione di studi di valutazione d'impatto e/o di valutazione;Commissione europea, Directorate-General for Communications Networks, Content and Technology, Directorate G: Media and Data, Unit G01: Converging Media and Content;BEL;79419000;;Unknown;2016-06-30+02:00;https://ted.europa.eu/it/notice/-/detail/221570-2016;TED
222819-2016;Lussemburgo-Luxembourg: Essec & Mannheim EEIG;Essec & Mannheim EEIG;LUX;79100000;;Unknown;2016-06-30+02:00;https://ted.europa.eu/it/notice/-/detail/222819-2016;TED
222821-2016;Lussemburgo-Luxemburg: Corden Pharma Holding S.E.;Corden Pharma Holding S.E.;LUX;79100000;;Unknown;2016-06-30+02:00;https://ted.europa.eu/it/notice/-/detail/222821-2016;TED
222884-2016;Belgio-Bruxelles: Prestazione di servizi di supporto per lo sviluppo di SESAR all'impresa comune SESAR per la gestione del programma SESAR 2020;impresa comune SESAR;BEL;79400000, 79420000;2016-09-02;Closed;2016-07-01+02:00;https://ted.europa.eu/it/notice/-/detail/222884-2016;TED
222903-2016;Belgio-Bruxelles: Servizi di consulenza per verificare la completezza e la conformità dei provvedimenti nazionali di recepimento e altri servizi di valutazione giuridica nel settore della legislazione UE sugli appalti pubblici;Commissione europea, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate G: Single Market for Public Administrations;BEL;73210000;2016-08-22;Closed;2016-07-01+02:00;https://ted.europa.eu/it/notice/-/detail/222903-2016;TED
224322-2016;Italia-Bolzano: Servizi di consulenza commerciale e di gestione e servizi connessi;Azienda sanitaria della Provincia Autonoma di Bolzano;ITA;79400000;;Unknown;2016-07-01+02:00;https://ted.europa.eu/it/notice/-/detail/224322-2016;TED
224523-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Infrabel SA — procurement, division I-FBA.51;BEL;79000000;;Unknown;2016-07-01+02:00;https://ted.europa.eu/it/notice/-/detail/224523-2016;TED
224622-2016;Belgio-Bruxelles: Fornitura di seminari volti a sensibilizzare i giudici e gli operatori di giustizia sulla legislazione dell'UE relativa alla parità tra i generi;Commissione europea, Directorate-General for Justice and Consumers, Unit JUST/A4 Programme Management;BEL;79140000;2016-09-19;Closed;2016-07-02+02:00;https://ted.europa.eu/it/notice/-/detail/224622-2016;TED
